address,district,area,bedrooms,garage,rent,total,zone,type_Apartamento,type_Casa,type_Casa em condomínio,type_Studio e kitnet
Rua Julio Silva,Centro,77,3,2,2800,3700,Outro,True,False,False,False
Rua Jesuino Antonio,Outros,55,2,1,1800,2399,Outro,True,False,False,False
Rua Joana Pereira Dias,Outros,40,1,0,650,777,Outro,False,True,False,False
Rua Senador Cesar Lacerda Vergueiro,Sumarezinho,149,3,2,13000,16080,Outro,True,False,False,False
Rua Sao Paulo Antigo,Outros,120,3,3,9000,11940,Outro,True,False,False,False
Rua Vitoria Regia,Outros,218,3,4,2920,3307,Outro,False,True,False,False
Rua Hungara,Vila Ipojuca,134,3,2,5500,7692,Outro,True,False,False,False
Estrada da Bela Vista,Santa Maria,48,2,1,1850,2620,Outro,True,False,False,False
Avenida Jose Lopes Lazaro,Outros,60,2,1,3000,3935,Outro,False,True,False,False
Avenida Jose Barbosa de Siqueira,Outros,77,1,1,670,792,Outro,False,True,False,False
Avenida Flora,Outros,65,2,2,2000,3002,Outro,True,False,False,False
Avenida Flora,Outros,62,2,1,1300,2120,Outro,True,False,False,False
Rua Tonelero,Vila Ipojuca,250,3,4,4500,5083,Outro,False,True,False,False
Avenida Diogenes Ribeiro de Lima,Alto de Pinheiros,95,3,2,5000,6811,Outro,True,False,False,False
Rua Sumagre,Outros,379,5,4,9000,9937,Outro,False,True,False,False
Rua Claudio Aparecido Oliveira,Outros,84,2,1,2550,3337,Outro,True,False,False,False
Rua Zuma de Sa Fernandes,Outros,62,2,1,2400,3109,Outro,True,False,False,False
Rua Eusebio de Paula Marcondes,Outros,60,3,1,1460,1961,Outro,True,False,False,False
Rua Joaquim Lapas Veiga,Outros,39,1,1,1300,2114,Outro,True,False,False,False
Rua Salvador Nunes,Outros,180,3,0,1800,2032,Outro,False,True,False,False
Alameda Sombreiro,Outros,109,3,2,7000,8620,Outro,True,False,False,False
Avenida Joao Paulo Ii,Outros,39,2,1,1100,1602,Outro,True,False,False,False
Rua Uruguai,Outros,70,1,1,2500,2751,Outro,False,True,False,False
Rua Carlos Weber,Vila Leopoldina,75,3,1,3400,5065,Oeste,True,False,False,False
Rua Carlos Weber,Vila Leopoldina,230,4,6,15000,18510,Oeste,True,False,False,False
Rua Gilberto Jose Domingues,Outros,46,2,1,1240,1990,Outro,True,False,False,False
Rua Marselha,Jaguare,79,3,1,2200,2984,Outro,True,False,False,False
Avenida Hilario Pereira de Souza,Centro,68,2,1,3200,4028,Outro,True,False,False,False
Via Transversal Sul,Outros,48,2,1,2600,3350,Outro,False,False,True,False
Rua Lazaro Suave,Outros,73,3,2,2300,3124,Outro,True,False,False,False
Rua Ciro dos Anjos,Outros,345,4,4,5160,5393,Outro,False,True,False,False
Rua Vitorio Tafarello,Outros,70,2,1,3000,3859,Outro,True,False,False,False
Rua Haroldo Pacheco E Silva,Vila Ipojuca,60,2,1,2100,3381,Outro,True,False,False,False
Rua Luis Filgueira Souto,Outros,166,3,4,6000,6505,Outro,False,True,False,False
Rua das Jabuticabeiras,Outros,420,4,2,13000,20380,Outro,False,True,False,False
Rua Obadia,Outros,200,2,1,1500,1730,Outro,False,True,False,False
Rua Deodate Pereira Rezende,Outros,65,2,1,1800,2477,Outro,True,False,False,False
Avenida Casper Libero,Outros,198,3,3,3850,4368,Outro,False,True,False,False
Avenida Horacio Lafer,Outros,158,2,2,2300,2608,Outro,False,True,False,False
Rua Almiro Bernardo,Outros,278,3,4,6300,6851,Outro,False,True,False,False
Rua Nanuque,Vila Leopoldina,127,3,2,7850,10060,Oeste,True,False,False,False
Rua Mergenthaler,Vila Leopoldina,142,3,2,10000,11750,Oeste,True,False,False,False
Rua Pernambucana,Outros,50,2,1,2800,2987,Outro,True,False,False,False
Rua Sao Marcos,Outros,50,2,0,1100,1147,Outro,False,True,False,False
Rua Marselha,Jaguare,97,3,1,1800,2669,Outro,True,False,False,False
Rua Dona Primitiva Vianco,Centro,84,2,0,1552,1942,Outro,True,False,False,False
Rua Joaquim Lapas Veiga,Outros,56,2,1,1050,1601,Outro,True,False,False,False
Rua Arao Adler,Outros,150,4,2,4050,4510,Outro,False,True,False,False
Rua Nossa Senhora Conceicao Aparecida,Outros,77,2,1,2400,3188,Outro,True,False,False,False
Passagem Joao Batista de Araujo,Outros,102,2,2,3100,3389,Outro,False,True,False,False
Avenida Santo Antonio,Outros,164,4,4,4000,6043,Outro,True,False,False,False
Rua Patrick Dimitruk,Outros,45,1,0,1350,1532,Outro,False,True,False,False
Rua Henning Boilesen,Outros,250,3,4,3950,4285,Outro,False,True,False,False
Rua Mario Regallo Pereira,Outros,40,2,0,1200,1346,Outro,True,False,False,False
Rua Marechal Luis Alves de Lima E Silva,Outros,30,1,0,830,866,Outro,False,True,False,False
Rua Sebastiao de Melo Dias,Outros,68,2,0,1450,1694,Outro,True,False,False,False
Rua Saturno,Outros,125,3,0,1500,1813,Outro,False,True,False,False
R Santa Amelia,Outros,42,2,1,1350,1682,Outro,True,False,False,False
Rua Nossa Senhora Conceicao Aparecida,Outros,90,2,1,1300,2131,Outro,True,False,False,False
Via Transversal Sul,Outros,46,2,1,1450,2193,Outro,True,False,False,False
Rua Sao Paulo Antigo,Outros,185,3,3,5000,9403,Outro,True,False,False,False
Rua Sapetuba,Butanta,79,3,1,6000,7285,Outro,True,False,False,False
Rua Joao Crudo,Centro,78,2,0,2000,3058,Outro,True,False,False,False
Travessa Doutor Jose Correa de Meira,Outros,133,3,3,4000,4215,Outro,False,True,False,False
Rua Paulo Licio Rizzo,Outros,170,3,2,4320,5822,Outro,True,False,False,False
Avenida Jose Julio,Outros,62,2,1,1500,1973,Outro,True,False,False,False
R Kenkiti Shimomoto,Outros,38,2,0,1316,1572,Outro,False,True,False,False
Praca Padroeira do Brasil,Centro,129,2,1,3500,3648,Outro,False,True,False,False
Rua Giovani Recordati,Outros,81,3,2,3100,4535,Outro,True,False,False,False
Rua Girassol,Outros,55,1,0,1800,1942,Outro,False,True,False,False
Rua Andre Thomas,Outros,250,3,4,4100,4572,Outro,False,True,False,False
Rua Sales Junior,Lapa,225,4,3,10000,14950,Oeste,True,False,False,False
dos Pinheiros,Pinheiros,35,1,1,5000,5616,Oeste,True,False,False,False
Rua Alvorada do Norte,Outros,60,2,1,2600,3438,Outro,True,False,False,False
Rua Almerio de Albuquerque Melo,Outros,167,3,4,2532,2843,Outro,False,True,False,False
Avenida Franz Voegeli,Outros,41,1,1,2200,2844,Outro,True,False,False,False
Rua Guaianaz da Fonseca,Vila Madalena,170,2,2,6500,7343,Outro,False,False,True,False
Avenida Padre Vicente Melillo,Outros,60,2,1,1900,2787,Outro,True,False,False,False
Rua Zuma de Sa Fernandes,Outros,68,2,1,3800,4677,Outro,True,False,False,False
Avenida Bussocaba,Outros,41,1,1,2100,2627,Outro,True,False,False,False
Avenida Joao Paulo Ii,Outros,42,2,1,1600,2157,Outro,True,False,False,False
Avenida Professor Francisco Morato,Butanta,78,3,1,6600,7584,Outro,True,False,False,False
Rua Sebastiao de Mello Dias,Outros,55,1,0,1010,1345,Outro,True,False,False,False
Travessa Carlos Antonio Sussmann,Outros,140,3,3,4370,4781,Outro,False,True,False,False
Rua Vitoria Regia,Outros,397,4,3,8000,8748,Outro,False,True,False,False
Rua Girassol,Vila Madalena,26,1,0,5500,6080,Outro,True,False,False,False
Rua Agostinho Navarro,Outros,52,2,1,1000,1415,Outro,True,False,False,False
Rua Tonelero,Vila Ipojuca,150,2,1,12000,13260,Outro,False,False,True,False
Rua Professor Nova Gomes,Vila Madalena,260,4,2,15000,15900,Outro,False,True,False,False
Avenida Flora,Outros,80,3,2,1900,2744,Outro,True,False,False,False
Rua Pedro Inacio Araujo,Outros,239,4,2,4100,5631,Outro,False,False,True,False
Rua Jose Antonio da Silva,Outros,127,2,1,1200,1251,Outro,False,True,False,False
Travessa Acacio Joao Magalhaes,Outros,170,3,5,2750,3056,Outro,False,True,False,False
Rua Purpurina,Sumarezinho,130,6,2,9060,10040,Outro,False,True,False,False
Rua Jose Muniz dos Santos,Cidade Moncoes,75,2,1,3500,4715,Outro,True,False,False,False
Rua Engenheiro Pedro Garcin,Outros,64,2,1,1800,2724,Outro,True,False,False,False
Rua Jose Alves,Outros,75,2,1,1650,1775,Outro,False,True,False,False
Rua Iracema Senna Cerqueira dos Santos,Outros,200,3,1,2500,2731,Outro,False,True,False,False
Avenida Hilario Pereira de Souza,Outros,83,2,2,7100,8369,Outro,True,False,False,False
Rua Doutor Miranda de Azevedo,Pompeia,44,1,1,3100,3944,Outro,True,False,False,False
Rua Reinaldo Ceschini,Outros,50,1,1,900,938,Outro,False,True,False,False
Rua Bias Fortes,Outros,252,4,5,5440,5805,Outro,False,True,False,False
Travessa Tres de Outubro,Outros,42,2,1,1100,1588,Outro,True,False,False,False
Avenida Hilario Pereira de Souza,Centro,77,2,1,3290,4179,Outro,True,False,False,False
Avenida Joao Del Papa,Outros,60,3,1,1522,2124,Outro,True,False,False,False
Rua Aroaba,Vila Leopoldina,72,2,1,5340,6800,Oeste,True,False,False,False
Rua Ofelia,Pinheiros,69,2,0,2920,4360,Oeste,True,False,False,False
Rua Jacinto,Outros,50,2,1,1345,1611,Outro,False,True,False,False
Avenida Presidente Joao Goulart,Outros,50,2,1,2000,2718,Outro,True,False,False,False
Rua Sapetuba,Butanta,37,1,0,2720,3310,Outro,False,False,False,True
Rua Romualdo Gouveia de Castro,Outros,250,5,2,2400,2752,Outro,False,True,False,False
Rua Valson Lopes,Outros,25,1,0,2500,2896,Outro,False,False,False,True
Avenida Jose Lourenco,Outros,60,2,1,2550,3249,Outro,True,False,False,False
Rua Adolpho Bozzi,Outros,59,2,1,1600,2604,Outro,True,False,False,False
Rua Fortunato Pulherini,Outros,22,1,0,871,911,Outro,False,True,False,False
Rua Joana Pereira Dias,Outros,36,1,0,849,1010,Outro,False,True,False,False
Rua Senador Cesar Lacerda Vergueiro,Sumarezinho,70,1,1,15000,16680,Outro,False,False,False,True
Avenida Jaguaribe,Outros,60,2,1,1490,2019,Outro,True,False,False,False
Avenida Domingos Odalia Filho,Centro,50,2,1,2050,3053,Outro,True,False,False,False
Rua Pedralva,Alto de Pinheiros,160,3,3,5000,9709,Outro,True,False,False,False
Avenida Diogenes Ribeiro de Lima,Alto de Pinheiros,77,3,1,2500,3222,Outro,True,False,False,False
Rua Jose Teles da Conceicao,Outros,30,1,1,1000,1038,Outro,False,False,False,True
Rua Arthur Azevedo,Outros,300,3,2,3610,3920,Outro,False,True,False,False
Rua Tome de Souza,Lapa,460,5,6,13600,15710,Oeste,False,True,False,False
Rua Brigadeiro Godinho dos Santos,Outros,50,1,0,1150,1194,Outro,True,False,False,False
Rua Treze de Outubro,Outros,36,1,1,1050,1158,Outro,False,True,False,False
Avenida Casper Libero,Outros,60,2,1,2300,3102,Outro,True,False,False,False
Rua Joaquim Celidonio Gomes dos Reis,Outros,220,3,2,6000,6530,Outro,False,True,False,False
Rua Ge Alves de Medeiros,Santa Maria,72,2,1,2000,2085,Outro,False,False,True,False
Rua Bennet,Alto de Pinheiros,400,5,6,12000,14140,Outro,False,True,False,False
"Santa Maria, Osasco - Sp, 06150-740, Brasil",Santa Maria,125,2,1,3100,3252,Outro,False,False,True,False
Rua Doutor Alberto Seabra,Vila Madalena,314,3,5,15000,19580,Outro,False,False,True,False
Rua Corinto,Outros,92,3,2,3300,5042,Outro,True,False,False,False
Rua General Newton Estilac Leal,Outros,56,2,1,1700,2080,Outro,True,False,False,False
Avenida Otacilio Tomanik,Outros,27,1,0,2194,2678,Outro,True,False,False,False
Rua Saverio Quadrio,Outros,44,2,1,1800,2169,Outro,True,False,False,False
Avenida Hilario Pereira de Souza,Centro,89,2,1,4700,5898,Outro,True,False,False,False
Rua Agostinho Navarro,Outros,48,2,1,1200,1610,Outro,True,False,False,False
Rua Caramboleira,Outros,50,2,2,1400,1975,Outro,True,False,False,False
Avenida Joao de Andrade,Outros,40,1,0,721,951,Outro,False,True,False,False
Rua Cordilheiras,Outros,300,4,4,15000,16420,Outro,False,True,False,False
dos Pinheiros,Pinheiros,114,2,0,3500,3635,Oeste,True,False,False,False
Rua Paulo Soares,Outros,80,2,0,1227,1363,Outro,False,True,False,False
Rua Nazare Paulista,Vila Madalena,104,3,1,5200,6975,Outro,True,False,False,False
Rua Joaquim Celidonio Gomes dos Reis,Outros,35,1,0,1100,1147,Outro,False,True,False,False
Avenida Professor Francisco Morato,Butanta,67,2,1,4900,5739,Outro,True,False,False,False
Rua Tilia,Outros,25,1,0,1160,1229,Outro,False,False,False,True
Rua Pernambucana,Outros,58,3,1,1900,2599,Outro,True,False,False,False
Rua Pernambucana,Outros,55,2,1,2000,2662,Outro,True,False,False,False
Avenida Dona Blandina Ignez Julio,Outros,64,2,1,2500,3196,Outro,True,False,False,False
Rua Antonio Peres Paniagua,Outros,47,2,1,1220,1659,Outro,True,False,False,False
Via Transversal Sul,Outros,64,3,1,1700,2299,Outro,True,False,False,False
Rua Lazaro Suave,Outros,53,2,1,3200,3837,Outro,True,False,False,False
Rua Felipe Mosca,Bela Vista,30,1,0,504,556,Centro,False,False,True,False
Rua Juan Vicente,Outros,55,2,0,1400,1857,Outro,True,False,False,False
Avenida Franz Voegeli,Outros,61,2,1,3600,4539,Outro,True,False,False,False
Avenida Jose Lopez Lazaro,Outros,60,2,1,2000,2711,Outro,True,False,False,False
Avenida Jose Barbosa de Siqueira,Outros,35,1,0,720,750,Outro,False,True,False,False
Rua Doutor Alcides da Costa Vidigal,Centro,150,2,2,4150,4499,Outro,False,True,False,False
Rua Professor Luis Eulalio de Bueno Vidigal,Centro,49,2,1,2600,3057,Outro,True,False,False,False
Rua Joana Pereira Dias,Outros,44,2,0,1110,1381,Outro,True,False,False,False
Rua Macieira,Outros,70,1,0,997,1189,Outro,False,True,False,False
Rua Pelopia,Outros,58,3,1,1500,2488,Outro,True,False,False,False
Rua Bernardina Goncalves Hahne,Outros,100,2,2,4500,4691,Outro,False,True,False,False
Rua Campo Grande,Outros,65,2,1,1800,2483,Outro,True,False,False,False
Viela Maria Barcera Gamera,Outros,80,1,0,1500,1813,Outro,False,True,False,False
Rua Marina,Outros,120,1,0,800,914,Outro,False,True,False,False
dos Pinheiros,Pinheiros,72,2,1,11000,12260,Oeste,True,False,False,False
Rua Doutor Helio Fidelis,Outros,86,3,2,7500,8396,Outro,True,False,False,False
Rua Sebastiao de Mello Dias,Outros,35,1,0,919,1132,Outro,True,False,False,False
Rua Campo Grande,Outros,73,2,1,2100,2797,Outro,True,False,False,False
Avenida Casper Libero,Outros,95,3,1,1850,2296,Outro,True,False,False,False
Viela Jose Antonio Ferreira da Costa,Outros,35,1,0,931,1108,Outro,False,True,False,False
Rua Campo Grande,Outros,70,2,1,2100,2797,Outro,True,False,False,False
Rua Miosotis,Outros,320,5,4,9200,9791,Outro,False,True,False,False
Rua Maestro Arturo de Angelis,Outros,91,3,2,4100,5346,Outro,True,False,False,False
Rua Campo Grande,Outros,65,2,0,1800,2483,Outro,True,False,False,False
Rua Antonio Peres Paniagua,Outros,48,2,1,1500,1840,Outro,True,False,False,False
Rua Arthur Eloy,Outros,249,2,2,2900,3289,Outro,False,True,False,False
Avenida dos Autonomistas,Outros,86,2,0,1600,1827,Outro,True,False,False,False
Rua Giovani Recordati,Outros,146,3,4,5200,7033,Outro,False,False,True,False
Rua Pereira Leite,Alto de Pinheiros,325,4,4,12000,12610,Outro,False,True,False,False
Rua Cerro Cora,Vila Romana,190,3,1,3800,5814,Outro,True,False,False,False
Avenida Radialista Manoel de Nobrega,Outros,360,3,3,5030,5924,Outro,False,True,False,False
Rua Sao Paulo Antigo,Outros,129,3,2,6560,10300,Outro,True,False,False,False
Rua Sepetiba,Outros,85,2,1,3800,4161,Outro,False,False,True,False
Avenida Joao Batista,Centro,160,2,1,2300,2585,Outro,True,False,False,False
Rua Saverio Quadrio,Outros,43,2,1,1680,2021,Outro,True,False,False,False
Rua Francisco de Carvalho Melo,Outros,144,3,0,3800,4365,Outro,False,True,False,False
Rua Don Francisco Manuel Vieira,Outros,70,1,0,870,991,Outro,False,True,False,False
Rua Atilio Lofredo,Outros,60,1,0,700,736,Outro,False,True,False,False
Avenida Maestro Alfredo Belardi,Outros,282,4,2,3080,3366,Outro,False,True,False,False
Rua Doutor Bruno Rangel Pestana,Jardim Leonor,230,3,4,15000,18220,Outro,True,False,False,False
Avenida Carlos Drummond de Andrade,Outros,120,2,0,1400,1600,Outro,False,True,False,False
Avenida Imperatriz Leopoldina,Vila Leopoldina,100,2,2,10000,11700,Oeste,True,False,False,False
Rua Camargo,Butanta,61,2,1,4500,5538,Outro,True,False,False,False
Alameda Paineira Vermelha,Outros,188,4,4,8572,12260,Outro,True,False,False,False
Rua Sarandira,Jaguare,12,1,0,1070,1181,Outro,False,True,False,False
Rua Capitao Raimundo Barros Nascimento,Outros,200,3,2,3500,3983,Outro,False,True,False,False
Rua Sapetuba,Butanta,26,1,0,2520,2917,Outro,True,False,False,False
Rua Padre Luis Yeber,Outros,150,2,1,4190,4368,Outro,False,True,False,False
Avenida Sarah Veloso,Outros,56,2,1,1100,1620,Outro,True,False,False,False
Avenida Olavo Bilac,Outros,55,2,1,2550,3400,Outro,True,False,False,False
Avenida Sarah Veloso,Outros,50,1,0,830,865,Outro,False,True,False,False
Rua Imperial,Outros,243,4,2,3690,4064,Outro,False,True,False,False
Rua Aramanai,Vila Madalena,295,4,3,14530,15300,Outro,False,True,False,False
Avenida Franz Voegeli,Outros,50,1,1,4840,5632,Outro,True,False,False,False
Rua Jose Screpante,Outros,182,4,4,2660,2897,Outro,False,True,False,False
Avenida Jose Barbosa de Siqueira,Outros,56,2,1,900,1279,Outro,True,False,False,False
Rua 8,Outros,46,2,1,1260,1858,Outro,True,False,False,False
Rua Adolfino de Arruda Castanho,Outros,200,4,3,5330,5557,Outro,False,True,False,False
Avenida Edmundo Amaral,Outros,72,3,1,2500,3165,Outro,True,False,False,False
Avenida Novo Osasco,Outros,50,1,1,926,1040,Outro,False,True,False,False
Passagem Francisco Gomes de Moraes,Outros,195,4,1,2130,2393,Outro,False,True,False,False
Avenida Pau Brasil,Outros,212,3,2,5810,6107,Outro,False,True,False,False
Rua Lourenco Collino,Outros,70,2,1,1500,1647,Outro,False,True,False,False
Rua Sousa Reis,Outros,92,3,2,2800,4355,Outro,True,False,False,False
Rua Sanazar Mardiros,Outros,48,2,1,3000,4029,Outro,True,False,False,False
Avenida dos Autonomistas,Centro,123,3,2,4840,6731,Outro,True,False,False,False
Rua Jose Ataliba Ortiz,Outros,107,2,2,4090,5549,Outro,True,False,False,False
Rua Andre Spitaleti,Outros,42,1,0,1200,1371,Outro,False,True,False,False
Rua Jau,Outros,57,2,2,4360,5198,Outro,True,False,False,False
Rua Santa Marcela,Outros,55,2,1,2000,2192,Outro,True,False,False,False
Rua Padre Paulo Canelles,Outros,270,5,5,4840,5255,Outro,False,True,False,False
Rua Alberto Filipini,Outros,110,2,0,1800,1964,Outro,False,True,False,False
Avenida Escola Politecnica,Outros,121,2,2,4000,5488,Outro,True,False,False,False
Rua General Florencio,Outros,52,2,1,1400,1920,Outro,True,False,False,False
Avenida Juan Cabrerizo,Outros,40,1,0,900,935,Outro,False,False,False,True
Rua Professor Arnaldo Joao Semeraro,Outros,63,3,1,1700,2144,Outro,True,False,False,False
Rua Padre Benedito de Camargo,Penha de Franca,55,2,1,1700,2566,Outro,True,False,False,False
Rua Clovis Bevilaqua,Outros,45,2,1,950,1488,Outro,True,False,False,False
Rua Paulo Celso Costa,Vila Mariana,30,1,0,600,638,Sul,False,True,False,False
Rua Rio Mamanguape,Outros,40,2,0,950,1228,Outro,True,False,False,False
Rua Agrimensor Sugaya,Outros,46,2,1,1400,1737,Outro,True,False,False,False
Rua Felice Tosi,Outros,45,2,0,1000,1338,Outro,True,False,False,False
Rua Manuel Ribas,Outros,24,1,0,1000,1313,Outro,True,False,False,False
Rua Jose da Costa de Andrade,Outros,48,2,1,1000,1438,Outro,True,False,False,False
Rua Bolivar Ribeiro Boaventura,Outros,35,1,0,1000,1038,Outro,True,False,False,False
Rua Miguel Arcanjo de Oliveira,Outros,34,2,0,1135,1299,Outro,True,False,False,False
Estrada do Caminho Velho,Outros,60,2,1,1500,1808,Outro,True,False,False,False
Avenida Aricanduva,Outros,50,2,1,1350,1902,Outro,True,False,False,False
Rua Miguel Rachid,Outros,60,2,0,1550,1690,Outro,True,False,False,False
Rua Benedito Coelho Netto,Outros,80,2,1,1450,1621,Outro,False,True,False,False
Rua Adolfo Lima Barros,Outros,40,1,0,1000,1116,Outro,False,True,False,False
Rua Manuel Ribas,Outros,24,1,0,800,1231,Outro,False,False,False,True
Rua Varzelandia,Outros,90,2,0,1300,1355,Outro,False,True,False,False
Rua Osorio Franco Vilhena,Outros,33,2,0,1000,1348,Outro,True,False,False,False
Rua Antao Leme da Silva,Outros,42,2,0,3000,3296,Outro,True,False,False,False
Rua Moacir Fagundes,Outros,52,2,1,1500,1958,Outro,True,False,False,False
Rua Cachoeira da Ilha,Outros,70,2,2,1800,2049,Outro,True,False,False,False
Rua John Speers,Outros,40,2,0,3000,3266,Outro,True,False,False,False
Avenida Odair Santanelli,Outros,65,3,1,1400,1721,Outro,True,False,False,False
Rua Canto da Tarde,Outros,55,2,1,1400,1634,Outro,True,False,False,False
Rua Jacome Teles de Menezes,Outros,38,2,0,1100,1357,Outro,True,False,False,False
Rua John Speers,Outros,40,2,0,3000,3277,Outro,False,False,True,False
Rua Manuel Alves Ferreira,Outros,20,1,1,800,831,Outro,False,False,False,True
